"Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"extrasteps","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.1.0",NA,"R (>= 3.6), recipes (>= 1.0.7)","dplyr, generics, magrittr, purrr, rlang, tibble, vctrs",NA,"almanac, ggplot2, modeldata, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"extRemes","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.2-1",NA,"R (>= 2.10.0), Lmoments, distillery (>= 1.0-4)","graphics, stats, methods",NA,"fields",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.1"
"ezcox","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.0.4",NA,"R (>= 3.5)","dplyr (>= 0.8.3), forestmodel, ggplot2, magrittr (>= 1.5),
methods, purrr (>= 0.3.2), rlang (>= 0.1.2), scales, survival,
tibble, utf8, utils",NA,"covr (>= 3.2.1), furrr, future, knitr, prettydoc, rmarkdown,
roxygen2 (>= 6.1.1), testthat (>= 2.1.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.0"
"faahKO","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.46.0",NA,"R (>= 2.10), xcms (>= 3.4.0)",NA,NA,NA,NA,"LGPL",NA,NA,NA,NA,"no","4.4.0"
"factoextra","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.0.7",NA,"R (>= 3.1.2), ggplot2 (>= 2.2.0)","abind, cluster, dendextend, FactoMineR, ggpubr(>= 0.1.5),
grid, stats, reshape2, ggrepel, tidyr",NA,"ade4, ca, igraph, MASS, knitr, mclust",NA,"GPL-2",NA,NA,NA,NA,"no","4.4.0"
"FactoMineR","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.12",NA,"R (>= 4.0)","car,cluster,DT,ellipse,emmeans,flashClust,graphics,grDevices,lattice,leaps,MASS,multcompView,scatterplot3d,stats,utils,ggplot2,ggrepel",NA,"missMDA,knitr,Factoshiny,markdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"fANCOVA","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.6-1",NA,NA,NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.4.1"
"fansi","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.0.6",NA,"R (>= 3.1.0)","grDevices, utils",NA,"unitizer, knitr, rmarkdown",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"farver","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.1.2",NA,NA,NA,NA,"covr, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"fastcluster","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.3.0",NA,"R (>= 3.0.0)",NA,NA,NA,"stats, flashClust","FreeBSD | GPL-2 | file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"fastDummies","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.7.5",NA,"R (>= 2.10)","data.table, tibble, stringr",NA,"testthat (>= 2.1.0), knitr, rmarkdown, covr, spelling",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"fastICA","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.2-7",NA,"R (>= 4.0.0)",NA,NA,"MASS",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"fastmap","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.2.0",NA,NA,NA,NA,"testthat (>= 2.1.1)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"fastmatch","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.1-6",NA,"R (>= 2.3.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.4.1"
"fastmatrix","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.6",NA,"R(>= 3.5.0)",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"fastqcr","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.1.3",NA,"R (>= 3.1.2)","dplyr, grid, gridExtra, ggplot2, magrittr, readr (>= 1.3.0),
rmarkdown (>= 1.4), rvest, tibble, tidyr, scales, stats, utils,
xml2, rlang",NA,"knitr",NA,"GPL-2",NA,NA,NA,NA,"no","4.4.0"
"fastshap","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.1.1",NA,"R (>= 3.6.0)","foreach, Rcpp (>= 1.0.1), utils","Rcpp, RcppArmadillo","AmesHousing, covr, earth, knitr, ranger, rmarkdown, shapviz
(>= 0.8.0), tibble, tinytest (>= 1.4.1)","lightgbm, xgboost","GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.0"
"FateID","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.2.2",NA,"R (>= 3.5.0)","graphics, grDevices, locfit, matrixStats, pheatmap, princurve,
randomForest, RColorBrewer, Rtsne, som, stats, umap, utils",NA,"DESeq2, knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.0"
"fda","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","6.3.0",NA,"R (>= 3.5), splines, fds, deSolve",NA,NA,"rmarkdown, knitr, lattice",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.1"
"FDb.InfiniumMethylation.hg19","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.2.0",NA,"R (>= 2.10), GenomicFeatures (>= 1.7.22),
TxDb.Hsapiens.UCSC.hg19.knownGene, org.Hs.eg.db","GenomicFeatures, AnnotationDbi, Biostrings",NA,"FDb.UCSC.snp135common.hg19",NA,"Artistic-2.0",NA,NA,NA,NA,NA,"4.4.0"
"fdrtool","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.2.18",NA,"R (>= 3.4.0)","graphics, grDevices, stats",NA,"",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.4.1"
"fds","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.8",NA,"R (>= 3.4.0), rainbow, RCurl",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.0"
"FELLA","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.26.0",NA,"R (>= 3.5.0)","methods, igraph, Matrix, KEGGREST, plyr, stats, graphics,
utils",NA,"shiny, DT, magrittr, visNetwork, knitr, BiocStyle, rmarkdown,
testthat, biomaRt, org.Hs.eg.db, org.Mm.eg.db, AnnotationDbi,
GOSemSim","","GPL-3",NA,NA,NA,NA,"no","4.4.2"
"ff","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","4.5.2",NA,"R (>= 3.4.0), bit (>= 4.0.0), utils",NA,NA,"biglm, testthat (>= 0.11.0), markdown",NA,"GPL-2 | GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"fftwtools","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.9-11",NA,"R (>= 3.0)",NA,NA,"fftw",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"fgsea","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.32.4",NA,"R (>= 4.1)","Rcpp, data.table, BiocParallel, stats, ggplot2 (>= 2.2.0),
cowplot, grid, fastmatch, Matrix, scales, utils","Rcpp, BH","testthat, knitr, rmarkdown, reactome.db, AnnotationDbi,
parallel, org.Mm.eg.db, limma, GEOquery, msigdbr, aggregation,
Seurat",NA,"MIT + file LICENCE",NA,NA,NA,NA,"yes","4.4.3"
"fields","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","16.3.1",NA,"R (>= 3.5.0), methods, spam, viridisLite","maps",NA,"mapproj",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"filehash","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.4-6",NA,"R (>= 3.0.0)","digest, methods",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"filelock","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.0.3",NA,"R (>= 3.4)",NA,NA,"callr (>= 2.0.0), covr, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"fillpattern","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.0.2",NA,"R (>= 4.1.0)","ggplot2 (>= 3.5), grDevices, grid (>= 4.1), methods, utils",NA,"ragg, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"findpython","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.0.9",NA,NA,NA,NA,"reticulate, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"finetune","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.2.1",NA,"R (>= 4.1), tune (>= 1.2.0)","cli, dials (>= 0.3.0), dplyr (>= 1.1.1), ggplot2, parsnip (>=
1.1.0), purrr (>= 1.0.0), rlang, tibble, tidyr, tidyselect,
utils, vctrs, workflows (>= 0.2.6)",NA,"BradleyTerry2, covr, discrim, kknn, klaR, lme4, modeldata,
ranger, recipes (>= 0.2.0), rpart, rsample, spelling, testthat,
yardstick",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"fingerprint","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","3.5.7",NA,"methods",NA,NA,"RUnit",NA,"GPL",NA,NA,NA,NA,"yes","4.4.0"
"fitdistrplus","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.2-4",NA,"R (>= 3.5.0), MASS, grDevices, survival, methods","stats, rlang",NA,"actuar, rgenoud, mc2d, gamlss.dist, knitr, ggplot2,
GeneralizedHyperbolic, rmarkdown, Hmisc, bookdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.1"
"flashClust","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.01-2",NA,"R (>= 2.3.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"4.4.1"
"flexclust","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.5.0",NA,"R (>= 2.14.0)","graphics, grid, lattice, methods, modeltools, parallel, stats,
stats4, class",NA,"ellipse, clue, cluster, seriation, skmeans",NA,"GPL-2",NA,NA,NA,NA,"yes","4.4.1"
"FlexDotPlot","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.2.2",NA,"R (>= 3.6.0)","ggplot2, grDevices, stats, FactoMineR, scales, reshape2,
ggdendro, grImport2, grid, gridExtra, sisal, dendextend, shiny,
shinydashboard, shinyWidgets, ggforce, colourpicker, htmltools,
bsplus, DT, magrittr",NA,"knitr, rmarkdown, markdown,",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.0"
"flexmix","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.3-20",NA,"R (>= 2.15.0), lattice","graphics, grid, grDevices, methods, modeltools (>= 0.2-16),
nnet, stats, stats4, utils",NA,"actuar, codetools, diptest, Ecdat, ellipse, gclus, glmnet,
lme4 (>= 1.1), MASS, mgcv (>= 1.8-0), mlbench, multcomp,
mvtnorm, SuppDists, survival",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.1"
"FlexParamCurve","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.5-7",NA,"nlme","stats, utils",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.4.1"
"flextable","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.9.10",NA,NA,"data.table (>= 1.13.0), gdtools (>= 0.4.0), graphics,
grDevices, grid, htmltools, knitr, officer (>= 0.6.10), ragg,
rlang, rmarkdown (>= 2.0), stats, utils, uuid (>= 0.1-4), xml2",NA,"bookdown (>= 0.40), broom, broom.mixed, chromote, cluster,
commonmark, doconv (>= 0.3.0), equatags, ggplot2, lme4, magick,
mgcv, nlme, officedown, pdftools, pkgdown (>= 2.0.0), scales,
svglite, tables (>= 0.9.17), testthat (>= 3.0.0), webshot2,
withr, xtable",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.1"
"float","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.3-3",NA,"R (>= 3.6.0), methods","utils, tools",NA,NA,NA,"BSD 2-clause License + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"flowAI","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.36.0",NA,"R (>= 4.3.0)","ggplot2, flowCore, plyr, changepoint, knitr, reshape2,
RColorBrewer, scales, methods, graphics, stats, utils,
rmarkdown",NA,"testthat, shiny, BiocStyle",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.1"
"flowCore","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.18.0",NA,"R (>= 3.5.0)","Biobase, BiocGenerics (>= 0.29.2), grDevices, graphics,
methods, stats, utils, stats4, Rcpp, matrixStats, cytolib (>=
2.13.1), S4Vectors","cpp11, BH(>= 1.81.0.0), cytolib, RProtoBufLib","Rgraphviz, flowViz, flowStats (>= 3.43.4), testthat,
flowWorkspace, flowWorkspaceData, openCyto, knitr, ggcyto,
gridExtra",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.4.1"
"FlowSOM","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.14.0",NA,"R (>= 4.0), igraph","stats, utils, colorRamps, ConsensusClusterPlus, dplyr,
flowCore, ggforce, ggnewscale, ggplot2, ggpubr, grDevices,
magrittr, methods, rlang, Rtsne, tidyr, BiocGenerics, XML",NA,"BiocStyle, testthat, CytoML, flowWorkspace, ggrepel,
scattermore, pheatmap, ggpointdensity",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"flowWorkspace","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","4.18.1",NA,"R (>= 3.5.0)","Biobase, BiocGenerics, cytolib (>= 2.13.1), XML, ggplot2,
graph, graphics, grDevices, methods, stats, stats4, utils,
RBGL, tools, Rgraphviz, data.table, dplyr, scales(>= 1.3.0),
matrixStats, RProtoBufLib, flowCore(>= 2.1.1), ncdfFlow(>=
2.25.4), DelayedArray, S4Vectors","cpp11, BH(>= 1.62.0-1), RProtoBufLib(>= 1.99.4), cytolib (>=
2.3.7),Rhdf5lib","testthat, flowWorkspaceData (>= 2.23.2), knitr, rmarkdown,
ggcyto, parallel, CytoML, openCyto",NA,"AGPL-3.0-only",NA,"no",NA,NA,"yes","4.4.3"
"flowWorkspaceData","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","3.18.0",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.4.0"
"fmsb","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.7.6",NA,"R (>= 2.2.0)",NA,NA,"Epi, vcd",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.0"
"FNN","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.1.4.1",NA,"R (>= 4.0.0)",NA,NA,"chemometrics, mvtnorm",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"foghorn","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.6.1",NA,"R (>= 3.1.0)","cli (>= 3.6.1), curl (>= 2.2), httr2 (>= 1.0.0), rlang (>=
0.4.3), rvest (>= 0.3.2), tibble (>= 1.2), xml2 (>= 1.0.0)",NA,"covr, dplyr, knitr, progress, rmarkdown, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"fontawesome","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.5.3",NA,"R (>= 3.3.0)","rlang (>= 1.0.6), htmltools (>= 0.5.1.1)",NA,"covr, dplyr (>= 1.0.8), gt (>= 0.9.0), knitr (>= 1.31),
testthat (>= 3.0.0), rsvg",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"fontBitstreamVera","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.1.1",NA,"R (>= 3.0.0)",NA,NA,NA,NA,"file LICENCE","yes",NA,NA,NA,"no","4.4.1"
"fontLiberation","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.1.0",NA,"R (>= 3.0)",NA,NA,NA,NA,"file LICENSE","yes",NA,NA,NA,"no","4.4.1"
"fontquiver","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.2.1",NA,"R (>= 3.0.0)","fontBitstreamVera (>= 0.1.0), fontLiberation (>= 0.1.0)",NA,"testthat, htmltools",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"forcats","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.0.0",NA,"R (>= 3.4)","cli (>= 3.4.0), glue, lifecycle, magrittr, rlang (>= 1.0.0),
tibble",NA,"covr, dplyr, ggplot2, knitr, readr, rmarkdown, testthat (>=
3.0.0), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"foreach","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.5.2",NA,"R (>= 2.5.0)","codetools, utils, iterators",NA,"randomForest, doMC, doParallel, testthat, knitr, rmarkdown",NA,"Apache License (== 2.0)",NA,NA,NA,NA,"no","4.4.0"
"forecast","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","8.24.0",NA,"R (>= 3.5.0),","colorspace, fracdiff, generics (>= 0.1.2), ggplot2 (>= 2.2.1),
graphics, lmtest, magrittr, nnet, parallel, Rcpp (>= 0.11.0),
stats, timeDate, tseries, urca, withr, zoo","Rcpp (>= 0.11.0), RcppArmadillo (>= 0.2.35)","forecTheta, knitr, methods, rmarkdown, rticles, scales,
seasonal, testthat (>= 3.0.0), uroot",NA,"GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"foreign","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.8-90","recommended","R (>= 4.0.0)","methods, utils, stats",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"forestmodel","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.6.2",NA,"R (>= 3.3.0), ggplot2 (>= 3.1.0)","dplyr (>= 0.8.0), broom (>= 0.5.0), rlang (>= 0.3.0), tibble
(>= 1.4.2)",NA,"survival, metafor, labelled",NA,"GPL-2",NA,NA,NA,NA,"no","4.4.0"
"formatR","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.14",NA,"R (>= 3.2.3)",NA,NA,"rstudioapi, shiny, testit, rmarkdown, knitr",NA,"GPL",NA,NA,NA,NA,"no","4.4.1"
"Formula","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.2-5",NA,"R (>= 2.0.0), stats",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.4.1"
"fpc","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.2-13",NA,"R (>= 2.0)","MASS, cluster, mclust, flexmix, prabclus, class, diptest,
robustbase, kernlab, grDevices, graphics, methods, stats,
utils, parallel",NA,"tclust, pdfCluster, mvtnorm",NA,"GPL",NA,NA,NA,NA,"no","4.4.1"
"fracdiff","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.5-3",NA,NA,"stats",NA,"longmemo, forecast, urca",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"franc","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.1.4",NA,NA,"jsonlite",NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"fresh","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.2.1",NA,NA,"bslib, htmltools, rstudioapi, sass, shiny",NA,"bsicons, shinyWidgets, shinydashboard, bs4Dash, knitr,
rmarkdown, testthat (>= 2.1.0), covr",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.0"
"fs","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.6.6",NA,"R (>= 3.6)","methods",NA,"covr, crayon, knitr, pillar (>= 1.0.0), rmarkdown, spelling,
testthat (>= 3.0.0), tibble (>= 1.1.0), vctrs (>= 0.3.0), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"FSA","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.10.0",NA,"R (>= 3.5.0)","graphics, grDevices, stats, tools, utils, car, dunn.test,
FlexParamCurve, lmtest, plotrix, purrr, withr",NA,"dplyr, fishmethods, FSAdata, knitr, nlme, nlstools,
rmarkdown, testthat (>= 3.0.0), tidyr, covr",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.1"
"fst","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.9.8",NA,"R (>= 3.0.0)","fstcore, Rcpp","Rcpp, fstcore","testthat, bit64, data.table, lintr, nanotime, crayon",NA,"AGPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.4.0"
"fstcore","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.10.0",NA,"R (>= 3.0.0)","Rcpp","Rcpp","testthat, lintr",NA,"MPL-2.0 | file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"furrr","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.3.1",NA,"future (>= 1.25.0), R (>= 3.4.0)","globals (>= 0.14.0), lifecycle (>= 1.0.1), purrr (>= 0.3.4),
rlang (>= 1.0.2), vctrs (>= 0.4.1)",NA,"carrier, covr, dplyr (>= 0.7.4), knitr, listenv (>= 0.6.0),
magrittr, rmarkdown, testthat (>= 3.0.0), tidyselect, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"futile.logger","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.4.3",NA,"R (>= 3.0.0)","utils, lambda.r (>= 1.1.0), futile.options",NA,"testthat, jsonlite",NA,"LGPL-3",NA,NA,NA,NA,"no","4.4.0"
"futile.options","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.0.1",NA,"R (>= 2.8.0)",NA,NA,NA,NA,"LGPL-3",NA,NA,NA,NA,"no","4.4.1"
"future","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.67.0",NA,"R (>= 3.2.0)","digest, globals (>= 0.18.0), listenv (>= 0.8.0), parallel,
parallelly (>= 1.44.0), utils",NA,"methods, RhpcBLASctl, R.rsp, markdown",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.4.1"
"future.apply","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.20.0",NA,"R (>= 3.2.0), future (>= 1.49.0)","globals, parallel, utils",NA,"datasets, stats, tools, listenv, R.rsp, markdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.1"
"future.callr","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.10.1",NA,"R (>= 3.4.0), future (>= 1.58.0)","parallelly, callr",NA,"globals, future.apply, listenv, markdown, R.rsp",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.4.1"
"gageData","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.44.0",NA,"R (>= 2.10)",NA,NA,"gage, pathview, genefilter",NA,"GPL (>=2.0)",NA,NA,NA,NA,"no","4.4.0"
"gam","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.22-6",NA,"R (>= 4.0), stats, splines, foreach","methods",NA,"interp, testthat",NA,"GPL-2",NA,NA,NA,NA,"yes","4.4.1"
"gamlss","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","5.5-0",NA,"R (>= 4.1.0), graphics, stats, splines, utils, grDevices,
gamlss.data (>= 5.0-0), gamlss.dist (>= 4.3.1), nlme, parallel","MASS, survival, methods",NA,"distributions3 (>= 0.2.1)",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"gamlss.data","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","6.0-6",NA,"R (>= 3.5.0)",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.4.1"
"gamlss.dist","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","6.1-1",NA,"R (>= 3.5.0)","MASS, graphics, stats, methods, grDevices",NA,"distributions3 (>= 0.2.1)",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"gargle","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.5.2",NA,"R (>= 3.6)","cli (>= 3.0.1), fs (>= 1.3.1), glue (>= 1.3.0), httr (>=
1.4.5), jsonlite, lifecycle, openssl, rappdirs, rlang (>=
1.1.0), stats, utils, withr",NA,"aws.ec2metadata, aws.signature, covr, httpuv, knitr,
rmarkdown, sodium, spelling, testthat (>= 3.1.7)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"gatepoints","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.1.5",NA,"R (>= 3.0.0)",NA,NA,"testthat, knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.0"
"gbm","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.2.2",NA,"R (>= 2.9.0)","lattice, parallel, survival",NA,"covr, gridExtra, knitr, pdp, RUnit, splines, tinytest, vip,
viridis",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","4.4.0"
"GCAS","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.1.0",NA,"R (>= 3.5.0)","Rcpp, RobustRankAggreg, VennDiagram, digest, dplyr, ggplot2,
ggpubr, ggrepel, ggtree, httr, jsonlite, meta, plyr, psych,
reshape2, shiny, stringr, sva, tibble, RColorBrewer,
clusterProfiler, grid","Rcpp",NA,NA,"MIT",NA,NA,NA,NA,"yes","4.4.0"
"gclus","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.3.3",NA,"R (>= 2.10), cluster",NA,NA,"knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.1"
"gdata","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","3.0.1",NA,NA,"gtools, methods, stats, utils",NA,"RUnit",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.1"
"gdtools","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.4.3",NA,"R (>= 4.0.0)","fontquiver (>= 0.2.0), htmltools, Rcpp (>= 0.12.12),
systemfonts (>= 1.1.0), tools","Rcpp","curl, gfonts, methods, testthat",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"gee","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","4.13-29",NA,"stats",NA,NA,"MASS",NA,"GPL-2",NA,NA,NA,NA,"yes","4.4.1"
"gelnet","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.2.1",NA,"R (>= 3.1.0)",NA,NA,"knitr, rmarkdown",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.4.1"
